"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 24 21:54:28 GMT 2022","Fri Jun 24 21:54:30 GMT 2022","2337","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"passed","Fri Jun 24 21:53:41 GMT 2022","Fri Jun 24 21:53:44 GMT 2022","2909","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Fri Jun 24 21:53:46 GMT 2022","Fri Jun 24 21:53:48 GMT 2022","2425","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Fri Jun 24 21:53:44 GMT 2022","Fri Jun 24 21:53:46 GMT 2022","1797","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Fri Jun 24 21:54:15 GMT 2022","Fri Jun 24 21:54:23 GMT 2022","8025","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"passed","Fri Jun 24 21:53:48 GMT 2022","Fri Jun 24 21:53:50 GMT 2022","1822","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"passed","Fri Jun 24 21:54:02 GMT 2022","Fri Jun 24 21:54:13 GMT 2022","10476","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"passed","Fri Jun 24 21:53:27 GMT 2022","Fri Jun 24 21:53:34 GMT 2022","6224","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Fri Jun 24 21:53:14 GMT 2022","Fri Jun 24 21:53:21 GMT 2022","7105","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"passed","Fri Jun 24 21:54:13 GMT 2022","Fri Jun 24 21:54:15 GMT 2022","2426","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"skipped","Fri Jun 24 21:53:14 GMT 2022","Fri Jun 24 21:53:14 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Fri Jun 24 21:53:03 GMT 2022","Fri Jun 24 21:53:14 GMT 2022","10914","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
"passed","Fri Jun 24 21:53:34 GMT 2022","Fri Jun 24 21:53:39 GMT 2022","5331","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"skipped","Fri Jun 24 21:53:21 GMT 2022","Fri Jun 24 21:53:21 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"passed","Fri Jun 24 21:53:39 GMT 2022","Fri Jun 24 21:53:41 GMT 2022","1950","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
