"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 22 02:20:24 GMT 2022","Wed Jun 22 02:20:25 GMT 2022","1714","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Wed Jun 22 02:20:50 GMT 2022","Wed Jun 22 02:20:52 GMT 2022","2128","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Wed Jun 22 02:20:12 GMT 2022","Wed Jun 22 02:20:16 GMT 2022","4224","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"skipped","Wed Jun 22 02:20:07 GMT 2022","Wed Jun 22 02:20:07 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"passed","Wed Jun 22 02:20:41 GMT 2022","Wed Jun 22 02:20:50 GMT 2022","9276","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"passed","Wed Jun 22 02:20:52 GMT 2022","Wed Jun 22 02:21:01 GMT 2022","8097","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"passed","Wed Jun 22 02:19:13 GMT 2022","Wed Jun 22 02:19:23 GMT 2022","9271","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"skipped","Wed Jun 22 02:19:54 GMT 2022","Wed Jun 22 02:19:54 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Wed Jun 22 02:20:28 GMT 2022","Wed Jun 22 02:20:29 GMT 2022","1781","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"passed","Wed Jun 22 02:20:25 GMT 2022","Wed Jun 22 02:20:28 GMT 2022","2262","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Wed Jun 22 02:20:21 GMT 2022","Wed Jun 22 02:20:24 GMT 2022","2704","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"failed","Wed Jun 22 02:19:54 GMT 2022","Wed Jun 22 02:20:07 GMT 2022","13091","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"passed","Wed Jun 22 02:20:16 GMT 2022","Wed Jun 22 02:20:19 GMT 2022","3134","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"failed","Wed Jun 22 02:19:38 GMT 2022","Wed Jun 22 02:19:54 GMT 2022","16013","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
"passed","Wed Jun 22 02:20:19 GMT 2022","Wed Jun 22 02:20:21 GMT 2022","1909","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
