"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Jun 29 12:17:50 GMT 2022","Wed Jun 29 12:17:50 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Wed Jun 29 12:19:14 GMT 2022","Wed Jun 29 12:19:17 GMT 2022","2470","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"passed","Wed Jun 29 12:19:01 GMT 2022","Wed Jun 29 12:19:09 GMT 2022","8584","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"passed","Wed Jun 29 12:18:10 GMT 2022","Wed Jun 29 12:18:17 GMT 2022","6276","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Wed Jun 29 12:18:21 GMT 2022","Wed Jun 29 12:18:23 GMT 2022","2699","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Wed Jun 29 12:18:47 GMT 2022","Wed Jun 29 12:18:58 GMT 2022","10964","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"failed","Wed Jun 29 12:17:28 GMT 2022","Wed Jun 29 12:17:49 GMT 2022","21720","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
"passed","Wed Jun 29 12:18:17 GMT 2022","Wed Jun 29 12:18:21 GMT 2022","4037","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Wed Jun 29 12:18:33 GMT 2022","Wed Jun 29 12:18:34 GMT 2022","1885","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"passed","Wed Jun 29 12:18:58 GMT 2022","Wed Jun 29 12:19:01 GMT 2022","2738","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Wed Jun 29 12:18:30 GMT 2022","Wed Jun 29 12:18:33 GMT 2022","2826","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Wed Jun 29 12:18:23 GMT 2022","Wed Jun 29 12:18:28 GMT 2022","4198","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"skipped","Wed Jun 29 12:18:04 GMT 2022","Wed Jun 29 12:18:04 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"failed","Wed Jun 29 12:17:50 GMT 2022","Wed Jun 29 12:18:04 GMT 2022","14257","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"passed","Wed Jun 29 12:18:28 GMT 2022","Wed Jun 29 12:18:30 GMT 2022","1982","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
