"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 23 14:07:48 GMT 2022","Thu Jun 23 14:07:51 GMT 2022","2763","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Thu Jun 23 14:07:12 GMT 2022","Thu Jun 23 14:07:22 GMT 2022","10127","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
"passed","Thu Jun 23 14:08:01 GMT 2022","Thu Jun 23 14:08:03 GMT 2022","1932","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"passed","Thu Jun 23 14:07:22 GMT 2022","Thu Jun 23 14:07:31 GMT 2022","8820","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"passed","Thu Jun 23 14:08:17 GMT 2022","Thu Jun 23 14:08:29 GMT 2022","11708","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"passed","Thu Jun 23 14:07:37 GMT 2022","Thu Jun 23 14:07:44 GMT 2022","6100","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Thu Jun 23 14:08:29 GMT 2022","Thu Jun 23 14:08:32 GMT 2022","2785","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Thu Jun 23 14:08:32 GMT 2022","Thu Jun 23 14:08:41 GMT 2022","9646","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"skipped","Thu Jun 23 14:07:22 GMT 2022","Thu Jun 23 14:07:22 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Thu Jun 23 14:07:54 GMT 2022","Thu Jun 23 14:07:57 GMT 2022","2986","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Thu Jun 23 14:07:44 GMT 2022","Thu Jun 23 14:07:48 GMT 2022","4470","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Thu Jun 23 14:08:46 GMT 2022","Thu Jun 23 14:08:49 GMT 2022","2718","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"skipped","Thu Jun 23 14:07:31 GMT 2022","Thu Jun 23 14:07:31 GMT 2022","1","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
"passed","Thu Jun 23 14:07:51 GMT 2022","Thu Jun 23 14:07:54 GMT 2022","3524","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Thu Jun 23 14:07:57 GMT 2022","Thu Jun 23 14:08:01 GMT 2022","3349","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
