"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 22 02:17:26 GMT 2022","Wed Jun 22 02:17:29 GMT 2022","3137","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Wed Jun 22 02:17:59 GMT 2022","Wed Jun 22 02:18:02 GMT 2022","3036","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Wed Jun 22 02:17:29 GMT 2022","Wed Jun 22 02:17:31 GMT 2022","2050","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Wed Jun 22 02:17:34 GMT 2022","Wed Jun 22 02:17:35 GMT 2022","1976","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"passed","Wed Jun 22 02:17:24 GMT 2022","Wed Jun 22 02:17:26 GMT 2022","2123","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"broken","Wed Jun 22 02:15:45 GMT 2022","Wed Jun 22 02:16:45 GMT 2022","60117","","com.provectus.kafka.ui.SmokeTests","","com.provectus.kafka.ui.SmokeTests","mainPageLoads","main page should load",""
"passed","Wed Jun 22 02:17:04 GMT 2022","Wed Jun 22 02:17:09 GMT 2022","4756","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","createTopic","should create a topic",""
"passed","Wed Jun 22 02:17:14 GMT 2022","Wed Jun 22 02:17:20 GMT 2022","5387","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaAvro","should create AVRO schema",""
"skipped","Wed Jun 22 02:17:04 GMT 2022","Wed Jun 22 02:17:04 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","updateTopic","should update a topic",""
"passed","Wed Jun 22 02:17:49 GMT 2022","Wed Jun 22 02:17:59 GMT 2022","10003","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","createConnector","should create a connector",""
"passed","Wed Jun 22 02:17:31 GMT 2022","Wed Jun 22 02:17:34 GMT 2022","2655","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Wed Jun 22 02:18:02 GMT 2022","Wed Jun 22 02:18:11 GMT 2022","8965","","com.provectus.kafka.ui.tests.ConnectorsTests","","com.provectus.kafka.ui.tests.ConnectorsTests","updateConnector","should update a connector",""
"passed","Wed Jun 22 02:16:59 GMT 2022","Wed Jun 22 02:17:04 GMT 2022","5581","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","deleteTopic","should delete topic",""
"passed","Wed Jun 22 02:17:20 GMT 2022","Wed Jun 22 02:17:24 GMT 2022","3910","","com.provectus.kafka.ui.tests.SchemasTests","","com.provectus.kafka.ui.tests.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"skipped","Wed Jun 22 02:17:09 GMT 2022","Wed Jun 22 02:17:09 GMT 2022","0","","com.provectus.kafka.ui.tests.TopicTests","","com.provectus.kafka.ui.tests.TopicTests","produceMessage","produce message",""
